time,office,local_time,county,location,state,event_type,magnitude,source,lat,lon,remark,category,MINOR,MODERATE,SERIOUS,SEVERE,CATASTROPHIC,FFSI,EXTRA,CREST_MaxUnitQ_MEAN,CREST_MaxUnitQ_VAR,CREST_MaxUnitQ_SKEW,CREST_MaxUnitQ_KURT,CREST_MaxUnitQ_Q90,CREST_MaxUnitQ_Q95,CREST_MaxUnitQ_Q99,CREST_MaxUnitQ_MAX,CREST_MaxUnitQ_intersection_MEAN,CREST_MaxUnitQ_intersection_VAR,CREST_MaxUnitQ_intersection_SKEW,CREST_MaxUnitQ_intersection_KURT,CREST_MaxUnitQ_intersection_Q90,CREST_MaxUnitQ_intersection_Q95,CREST_MaxUnitQ_intersection_Q99,CREST_MaxUnitQ_intersection_MAX,QPE_ARI_Max_MEAN,QPE_ARI_Max_VAR,QPE_ARI_Max_SKEW,QPE_ARI_Max_KURT,QPE_ARI_Max_Q90,QPE_ARI_Max_Q95,QPE_ARI_Max_Q99,QPE_ARI_Max_MAX,QPE_ARI_Max_intersection_MEAN,QPE_ARI_Max_intersection_VAR,QPE_ARI_Max_intersection_SKEW,QPE_ARI_Max_intersection_KURT,QPE_ARI_Max_intersection_Q90,QPE_ARI_Max_intersection_Q95,QPE_ARI_Max_intersection_Q99,QPE_ARI_Max_intersection_MAX
2018-05-18 22:02:00,LIX,2018-05-18 17:02:00,ORLEANS,NEW ORLEANS,LA,FLASH FLOOD,considerable,EMERGENCY MNGR,29.97,-90.08,"EXTENSIVE FLOODING OF STREETS THROUGH CENTRAL CITY, TREME AND BYWATER NEIGHBORHOODS OF NEW ORLEANS. RADAR RAIN ESTIMATES INDICATED BETWEEN 3 AND 5 INCHES IN A SWATH FROM METAIRIE, THROUGH CITY PARK AND MID-CITY, INTO THE BYWATER AND LOWER NINTH WARD AREAS. SOME WATER IN BUSINESSES AND VEHICLES AT PEAK OF RAINFALL. MOST OF THE RAIN FELL BETWEEN 330 AND 600 PM.",,0.1,0.6,0.25,0.05,0.0,2.25,,0.08993352503858061,0.010705884020459041,0.5636995143683969,-1.1488972380537104,0.20000000298023224,0.30000001192092896,0.30000001192092896,0.4000000059604645,0.08518518663850831,0.009410151251113523,0.4617241444446447,-1.4363529975687903,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.30000001192092896,-25.615384615384617,24933.62130177515,-6.002192581838209,34.02631578947366,0.0,0.0,0.0,0.0,-25.35871743486974,24690.294167493303,-6.0349633038294925,34.4207820785686,0.0,0.0,0.0,0.0
2018-05-20 11:02:00,MFL,2018-05-20 07:02:00,BROWARD,1 NW DANIA BEACH,FL,FLASH FLOOD,considerable,TRAINED SPOTTER,26.07,-80.15,TRAINED SPOTTER WHO IS ALSO AN AIRPORT OFFICIAL AT FLL REPORTS 3 FEET OF WATER AT ARRIVALS AREA OF FT. LAUDERDALE HOLLYWOOD INTERNATIONAL AIRPORT CAUSING LANES TO BE IMPASSIBLE DUE TO HEAVY RAINFALL. AIRFIELD HAS 2 FEET OF STANDING WATER. MOST OF THE PERIMETER ROAD SURROUNDING AIRPORT IS FLOODED AND IMPASSIBLE. SOME SPOTS ON US1 RIGHT NEAR AIRPORT ARE FLOODED AND IMPASSIBLE.,,0.0,0.6,0.3,0.1,0.0,2.4999999999999996,,-490.9500791365826,4696269.204718246,-4.159548101946099,15.301880254657455,6.599999904632568,8.5,12.600000381469727,25.5,-481.0942366012646,4620992.017571766,-4.201793390006072,15.655107792313835,7.900000095367432,9.91499967575072,14.64600033760071,25.5,11.856348761239735,256.751324216996,2.3766008661452305,9.007066565933295,31.562858200073247,43.039775848388665,71.95396133422855,147.580078125,11.856348761239735,256.751324216996,2.3766008661452305,9.007066565933295,31.562858200073247,43.039775848388665,71.95396133422855,147.580078125
2018-05-20 11:50:00,MFL,2018-05-20 07:50:00,BROWARD,2 ESE HOLLYWOOD,FL,FLASH FLOOD,considerable,TRAINED SPOTTER,26.02,-80.14,TRAINED SPOTTER REPORTED ALL LANES OF US1 AT JOHNSON STREET IN HOLLYWOOD FLOODED AND IMPASSIBLE WITH 2 AND A HALF FEET OF WATER. SPOTTER STATED THAT ADDITIONAL STREETS IN OF THE NORTH LAKE SECTION OF HOLLYWOOD WERE ALSO FLOODED AND IMPASSIBLE.,,0.0,0.7,0.3,0.0,0.0,2.3,,-2837.0183602372713,20340720.662859965,-0.9582742733726944,-1.0817094357289991,5.5,7.0,10.199999809265137,13.699999809265137,-3009.712391129004,21062302.23245103,-0.8663009052507964,-1.2495219838000342,6.199999809265137,7.400000095367432,10.5,13.699999809265137,-103.60649194782314,100291.1802881175,-2.471263721378485,4.114974184328851,19.223729324340834,23.235783958435057,43.28809783935548,61.20207977294922,-103.60649194782314,100291.1802881175,-2.471263721378485,4.114974184328851,19.223729324340834,23.235783958435057,43.28809783935548,61.20207977294922
2018-05-20 22:30:00,HGX,2018-05-20 17:30:00,MONTGOMERY,MAGNOLIA,TX,FLASH FLOOD,base,EMERGENCY MNGR,30.21,-95.75,5 ROADS IN MAGNOLIA FLOODED.,,0.0,1.0,0.0,0.0,0.0,2.0,,0.7017410587296526,0.543070723294169,1.7674984319389913,3.916695148680099,1.7000000476837158,2.200000047683716,3.299999952316284,4.400000095367432,0.8183665656444669,0.5707017764429891,1.6218752613471554,3.344914402506901,1.7999999523162842,2.299999952316284,3.5999999046325684,4.400000095367432,8.546147918957779,80.17470187975276,1.0216731249068807,0.014611593813081747,23.006801605224613,25.755245590209956,32.35308616638184,42.96962356567383,9.486767734649412,81.14154352542691,0.8920363469732397,-0.22543699209765933,23.35435676574707,26.19384479522705,32.73999214172363,42.96962356567383
2018-05-21 12:00:00,TAE,2018-05-21 08:00:00,WAKULLA,2 NE CURTIS MILL,FL,FLASH FLOOD,base,POST OFFICE,30.03,-84.5,THE SOPCHOPPY POST OFFICE REPORTS THAT SEVERAL SIDE ROADS OFF OF HIGHWAY 319 ARE FLOODED SOUTH OF TOWN.,,0.7,0.3,0.0,0.0,0.0,1.2999999999999998,,1.787780943846412,2.629499314008339,1.6018179608914482,3.597702383037345,4.0,5.0,7.199999809265137,10.800000190734863,1.7914974624361975,2.6291028301227817,1.6013069192131781,3.5971098536074075,4.0,5.0,7.199999809265137,10.800000190734863,114.9650238604061,6292.733936893309,-0.13209153504933618,-1.6862982877663402,200.0,200.0,200.0,200.0,113.7934963998527,6344.5491844585895,-0.10280685662671457,-1.6979003123217449,200.0,200.0,200.0,200.0
2018-05-28 21:00:00,TAE,2018-05-28 17:00:00,WALTON,1 WSW PORT WASHINGTON,FL,FLASH FLOOD,base,COUNTY OFFICIAL,30.36,-86.13,FLOODING REPORTED NEAR THE INTERSECTION OF COUNTY HIGHWAY 395 AND EAST POINT WASHINGTON ROAD.,,1.0,0.0,0.0,0.0,0.0,1.0,,-2098.3367204769843,16580440.101644779,-1.424896789637622,0.030330873317856444,0.5,0.6000000238418579,1.0,1.2999999523162842,-5058.029803920231,24994452.885164477,0.023531047695536003,-1.9994462798886348,0.8999999761581421,1.0,1.2999999523162842,1.2999999523162842,-36.94135892036483,35598.42864364409,-4.902883480158015,22.038336837344158,0.0,0.0,1.2742240810394287,4.216809272766113,-41.71188466722749,39992.21170986605,-4.577991452009319,18.95806576494118,0.0,0.0,1.2899762427806885,4.216809272766113
2018-05-28 21:00:00,TAE,2018-05-28 17:00:00,WALTON,BLUE MOUNTAIN BEACH,FL,FLASH FLOOD,base,COUNTY OFFICIAL,30.34,-86.21,FLOODING REPORTED ALONG FLOUNDER STREET AND DOLPHIN WAY.,,1.0,0.0,0.0,0.0,0.0,1.0,,-5307.950965492403,24901459.626899455,0.12369267693251894,-1.9847001177537922,0.4000000059604645,0.5,1.0,2.0,-9490.669726858732,4824746.0279102605,4.089645352816634,14.725199173597815,-9999.0,0.20000000298023224,1.0830000197887348,2.0,-394.64222829433965,238529.53874963732,-0.4293144952645421,-1.8156886050853729,0.0,0.0,1.092295439243317,1.3417905569076538,-400.3451506685353,239693.36008494056,-0.40497200289271906,-1.8359972161015026,0.0,0.0,1.0942831170558924,1.3417905569076538
2018-05-29 00:16:00,MOB,2018-05-28 19:16:00,COVINGTON,1 ENE ONYCHA,AL,FLASH FLOOD,base,EMERGENCY MNGR,31.22,-86.26,FLOODING ON DRY CREEK RD IN ONYCHA.,,1.0,0.0,0.0,0.0,0.0,1.0,,0.14935106373957796,0.009938642485225309,-0.08466577674244598,-0.8871731089424251,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.4000000059604645,0.4000000059604645,0.0,0.0,-3.0,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.0006430891353369287,0.0006528197890063183,39.70604734332556,1574.5934110364133,0.0,0.0,0.0,1.019651174545288,0.0008139096869108004,0.0008260860129594716,35.28534773205836,1243.074113783956,0.0,0.0,0.0,1.019651174545288
2018-05-29 06:00:00,MOB,2018-05-29 01:00:00,BUTLER,4 NW HONORAVILLE,AL,FLASH FLOOD,considerable,EMERGENCY MNGR,31.89,-86.46,ROAD CLOSED DUE TO FLOODING FROM THE RAIN BANDS OF SUBTROPICAL STORM ALBERTO.,,0.0,1.0,0.0,0.0,0.0,2.0,,0.1426084234145443,0.010106017241440534,0.16166022778931685,-0.6765945855869333,0.30000001192092896,0.30000001192092896,0.4000000059604645,0.4000000059604645,,,,,,,,,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0
2018-06-04 03:52:00,HGX,2018-06-03 22:52:00,BRAZOS,BRYAN,TX,FLASH FLOOD,base,TRAINED SPOTTER,30.67,-96.37,STREETS NEARLY IMPASSABLE AROUND BROADMOOR AND MARY LAKE DRIVE IN BRYAN.,,0.0,1.0,0.0,0.0,0.0,2.0,,0.8749604327518679,2.092418300136829,3.429756301671106,16.608202683121377,2.4000000953674316,3.7100000381469638,6.599999904632568,13.5,1.6757039976963126,3.050352753709233,2.6545286560840324,9.868992075170196,3.799999952316284,5.300000190734863,8.74800024032593,13.5,1.2974933169619423,4.217690175148374,3.923228503669227,28.18808060291285,3.592205905914307,4.488247776031491,8.986409873962403,24.64588165283203,1.596241086245419,4.713529993755006,3.7203041479033847,25.53941590621089,3.9240210056304936,5.0670361042022645,9.485046634674095,24.64588165283203
